name,ko,en,ja,ru,zhcht
Msg_Mole_TreasureBonus,보물 보너스,,,,
Msg_Mole_RewardBonus,두돼지 보너스 보상 획득,,,,
Msg_Mole_ChanceLack,뿅망치가 부족합니다.,,,,
Msg_Attendance_Restore,출석일을 복구했어요.,,,,
Msg_AttendanceBuff_Reward,연속 출석 보상을 획득했습니다.,,,,
Msg_AttendanceBuff_Need,연속 출석 {0}일을 해주세요.,,,,
Msg_Post_Reward,우편을 수령했습니다.,,,,
Msg_Post_AllReward,우편을 모두 수령했습니다.,,,,
Msg_RoyalBox_Reward,로얄 박스를 열었습니다.,,,,
Msg_Battle_Next,다음 전투부터 적용됩니다.,,,,
Msg_Battle_StageOnly,스테이지 전투중에만 입장할 수 있어요.,,,,
Msg_Battle_DungeonClearOnly,클리어한 던전만 스킵 할 수 있어요.,,,,
Msg_Preset_Purchase,추가 프리셋 구매,,,,
Msg_Preset_PurchaseComplete,추가 프리셋을 구매했습니다.,,,,
Msg_Hack1,"(핵 프로그램 사용이 감지됐습니다..\n<size=18>(문의는 공식 카페를 이용해주세요.)</size>""",,,,
Msg_Hack2,"<size=20>({0})</size>\n차단된 계정입니다.\n<size=18>(문의는 공식 카페를 이용해주세요.)</size>""",,,,
Msg_Hack3,(차단된 계정입니다.\n<size=18>(문의는 공식 카페를 이용해주세요.)</size>,,,,
Msg_GameExitQuestion,피그 슬레이어즈를 종료하시겠습니까?,,,,
Msg_30006,같은 계정으로 다른 디바이스에서 피슬키가 실행중입니다.,,,,
Msg_70002,(차단된 계정입니다.\n<size=18>(문의는 공식 카페를 이용해주세요.)</size>,,,,
Msg_30007,<size=22>플레이어 계정이 탈퇴 진행중입니다.\n(탈퇴 예정일: {0})</size>\n<color='yellow'>복구하시겠습니까?</color>,,,,
Msg_30007_Recovery,계정 복구가 완료되었습니다.,,,,
Msg_30007_Fail,공식 카페를 통해 문의해주시기 바랍니다.,,,,
Msg_LuckyPig_RemainTime,럭키피그 남은시간,,,,
Msg_LuckyPig_Reward,럭키피그 보상을 획득했습니다.,,,,
Msg_Coupon_Use,쿠폰을 사용했습니다.,,,,
Msg_Coupon_Fail,등록되지 않거나 이미 사용한 쿠폰입니다.,,,,
Msg_Artifact_Have,유물 보유,,,,
Msg_Artifact_UpgradePercent,강화 성공 확률: {0}%,,,,
Msg_Artifact_UpgradeSuccess,유물 강화에 성공했습니다.,,,,
Msg_Artifact_UpgradeFail,유물 강화에 실패했습니다.,,,,
Msg_Attendance_Description,{0}일 출석했습니다. 오늘도 돼지를 뚜까패요!,,,,
Msg_Attendance_Reward,출석 보상을 획득했습니다.,,,,
Msg_Attendance_7Reward,7일 출석 이벤트 보상을 획득했습니다.,,,,
Msg_Bingo_ChanceLack,산타모자가 부족합니다.,,,,
Msg_Bingo_Reward,이벤트 빙고 보상 획득,,,,
Msg_Bingo_BonusReward,빙고 보너스 보상 획득,,,,
Msg_Bless_Running,무한 축복 적용중,,,,
Msg_Bless_Run,{0}가 활성화되었습니다.,,,,
Msg_AD_Lack,준비된 광고가 없습니다. 잠시 후 다시 시도해주세요.,,,,
Msg_Unlock_Hero,영웅' 콘텐츠는 레벨 {0}에 오픈됩니다.,,,,
Msg_Unlock_Equipment,장비' 콘텐츠는 레벨 {0}에 오픈됩니다.,,,,
Msg_Unlock_Mine,광산' 콘텐츠는 레벨 {0}에 오픈됩니다.,,,,
Msg_Unlock_Skill,스킬' 콘텐츠는 레벨 {0}에 오픈됩니다.,,,,
Msg_Unlock_Dungeon,던전' 콘텐츠는 레벨 {0}에 오픈됩니다.,,,,
Msg_Unlock_Adeventure,모험' 콘텐츠는 레벨 {0}에 오픈됩니다.,,,,
Msg_Unlock_Chat,채팅' 콘텐츠는 레벨 {0}에 오픈됩니다.,,,,
Msg_Chat_Slow,조금만 천천히...,,,,
Msg_Chat_Over,도배는 나빠요!,,,,
Msg_Currency_Gold_Title,골드가 부족합니다.,,,,
Msg_Currency_Ruby_Title,루비가 부족합니다.,,,,
Msg_Currency_Ruby_Desc,다양한 콘텐츠를 통해 루비를 획득해보세요.,,,,
Msg_Currency_Pork_Title,던전 입장에 필요한 고기가 부족합니다.,,,,
Msg_Currency_Pork_Desc,다양한 콘텐츠를 통해 고기를 획득해보세요.,,,,
Msg_Currency_Key_Title,던전 입장에 필요한 열쇠가 부족합니다.,,,,
Msg_Currency_Key_Desc,다양한 콘텐츠를 통해 열쇠를 획득해보세요.,,,,
Msg_Currency_GoldTicket_Title,황금 티켓이 부족합니다.,,,,
Msg_Currency_GoldTicket_Desc,다양한 콘텐츠를 통해 황금 티켓을 획득해보세요.,,,,
Msg_Currency_Clover_Title,클로버가 부족합니다.,,,,
Msg_Currency_Clover_Desc,다양한 콘텐츠를 통해 클로버를 획득해보세요.,,,,
Msg_DiceGame_ChanceLack,게임 주사위가 부족합니다.,,,,
Msg_DiceGame_BonusReward,주사위 게임 보너스 보상 획득,,,,
Msg_DiceGame_GoalBonus,골인 보너스,,,,
Msg_Currency_SkipTicket_Title,스킷 티켓이 부족합니다.,,,,
Msg_Currency_SkipTicket_Desc,다양한 콘텐츠를 통해 스킵 티켓을 획득해보세요.,,,,
Msg_Skip_PigCow,<size=32><color=#BAED60>리본 돼지 토벌!</color></size> {0}단계 스킵,,,,
Msg_Skip_FishFight,<size=32><color=#FFDE64>피쉬 파이트!</color></size> {0}단계 스킵,,,,
Msg_Skip_InfiniteTower,<size=28>무한의 탑</size> <color=#F38C00>{0}층</color> 스킵,,,,
Msg_Skip_Cave,<color=#A32E46>미믹 동굴</color> 스킵,,,,
Msg_Dungon_SkyTemple_RewardCount,<color='#6EDDC6'>시간의 조각</color> 드랍 개수 {0:n0}개,,,,
Msg_Equipment_Damage_Desc,공격력 +{0}%,,,,
Msg_Equipment_Health_Desc,체력 +{0}%,,,,
Msg_Equipment_DamageHealth_Desc,공격력/체력 +{0}%,,,,
Msg_Equipment_Weapon_SummonPercent,무기 소환 확률,,,,
Msg_Equipment_Shield_SummonPercent,방패 소환 확률,,,,
Msg_Equipment_Acc_SummonPercent,악세사리 소환 확률,,,,
Msg_GetBonusReward,보너스 보상을 획득했습니다.,,,,
Msg_SummonCount,{0}회 소환,,,,
Msg_Event_Level_Reward,레벨 이벤트 보상을 획득했습니다.,,,,
Msg_Event_Level_SpecialReward,레벨 스페셜 보상을 획득했습니다.,,,,
Msg_Event_Stage_Reward,스테이지 이벤트 보상을 획득했습니다.,,,,
Msg_Event_Stage_SpecialReward,스테이지 스페셜 보상을 획득했습니다.,,,,
Msg_GuideMission_Reward,가이드 미션 보상을 획득했습니다.,,,,
Msg_NextUpdate,다음 업데이트를 기대해주세요.,,,,
Msg_Ability_Change,잠재능력 변경,,,,
Msg_Ability_Unique,유니크 등급 이상의 잠재능력이 있습니다.\n변경하시겠습니까?,,,,
Msg_Ability_Dice,주사위를 굴려 잠재능력을 해방해주세요.,,,,
Msg_Hero_Need,영웅이 필요합니다.,,,,
Msg_Hero_NeedSuperLevel,영웅 각성 {0}단계 필요,,,,
Msg_AutomaticShutdownSecond,({0}초 후 자동 종료),,,,
Msg_LevelUp_Pop,레벨 <size=34><color=#D2BE11>{0}</color></size> 달성을 축하합니다.,,,,
Msg_Bless_Applying,무한 축복 적용중,,,,
Msg_Bless_Activate,{0}가 활성화되었습니다.,,,,
Msg_Mine_PerGet,{0}마다 재화와 경험치 획득,,,,
Msg_Nickname_DuplicateTitle,닉네임 중복,,,,
Msg_Nickname_DuplicateDesc,이미 사용중인 닉네임입니다.,,,,
Msg_Quest_Reward,퀘스트 보상을 획득했습니다.,,,,
Msg_Ranking_UnlockLevel,랭킹은 Lv.{0}부터 갱신됩니다.,,,,
Msg_RandomEquipmentLegendCount,레전드 장비 {0}개,,,,
Msg_Event_StartLevel,레벨 {0}부터 진행할 수 있는 이벤트입니다.,,,,
Msg_Event_End,종료된 이벤트입니다.,,,,
Msg_Royal_MasteryReset,마스터리가 리셋되었어요.,,,,
Msg_Promotion_Need,승급 필요,,,,
Msg_Promotion_Complete,승급 완료,,,,
Msg_Promotion_StatDesc,공격력 x{0} 체력 x{1},,,,
Msg_Promotion_Lack,승급에 도전할 자격이 부족합니다.,,,,
Msg_LevelNeed,Lv.{0} 필요,,,,
Msg_Ready,준비 중입니다.,,,,
Msg_ServerSaveComplete,서버 저장을 완료했어요.,,,,
Msg_CouponLevelLimit,쿠폰 사용은 레벨 {0}부터 가능합니다.,,,,
Msg_AccountWithdrawal_Title,,,,,
Msg_AccountWithdrawal_Desc1,정말로 계정 탈퇴를 신청하시겠습니까?,,,,
Msg_AccountWithdrawal_Desc2,(피슬키를 떠나실껀가요?ㅠ),,,,
Msg_AccountWithdrawal_NickInput,자신의 닉네임을 입력해주세요.,,,,
Msg_AccountWithdrawal_Seven,계정 탈퇴에는 7일의 유예 기간이 있습니다.,,,,
Msg_AccountWithdrawal_ResultTitle,계정 탈퇴 신청 완료,,,,
Msg_AccountWithdrawal_ResultDesc,피슬키를 즐겨주셔서 감사합니다.,,,,
Msg_Skill_Condition_AttackCount,공격 {0}회,,,,
Msg_Skill_Condition_KillCount,몬스터 처치 {0}회,,,,
Msg_Skill_Condition_CoolTime,쿨타임 {0}초,,,,
Msg_Skill_Slot_Purchase_Title,스킬 슬롯을 구매합니다.,,,,
Msg_Skill_Slot_Purchase_Success,스킬 슬롯을 구매했습니다.,,,,
Msg_Stage_Move_Title,스테이지 이동,,,,
Msg_Stage_Move_Desc,{0}로 이동합니다.,,,,
Msg_Stage_Challenge_Title,스테이지 도전,,,,
Msg_Stage_Challenge_Desc,{0}에 도전합니다.,,,,
Msg_GiveUpQuestion,정말로 포기하시겠습니까?,,,,
Msg_Speech_01,해치웠나...?,,,,
Msg_Speech_02,해치웠다!,,,,
Msg_Speech_03,으악!,,,,
Grade_Normal,노말,,,,
Grade_Rare,레어,,,,
Grade_Epic,에픽,,,,
Grade_Unique,유니크,,,,
Grade_Legend,레전드,,,,
Grade_Mythology,신화,,,,
Grade_God,갓,,,,
Grade_Default,기본,,,,
AdventureGroup.Name.00,모험 0,,,,
AdventureGroup.Name.01,모험 1,,,,
AdventureGroup.Name.02,모험 2,,,,
AdventureGroup.Name.03,모험 3,,,,
AdventureGroup.Name.04,모험 4,,,,
AdventureGroup.Name.05,모험 5,,,,
AdventureGroup.Name.06,모험 6,,,,
